"UnderAttack","_availability","_confidentiality","_integrity","tick"
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",1.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",2.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",3.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",4.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",5.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",6.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",7.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",8.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",9.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",10.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",11.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",12.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",13.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",14.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",15.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",16.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",17.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",18.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",19.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",20.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",21.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",22.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",23.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",24.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",25.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",26.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",27.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",28.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",29.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",30.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",31.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",32.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",33.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",34.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",35.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",36.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",37.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",38.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",39.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",40.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",41.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",42.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",43.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",44.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",45.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",46.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",47.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"true","false","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",48.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"true","false","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",49.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"true","false","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",50.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"true","false","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",51.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"true","false","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",52.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"true","false","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",53.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"true","false","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",54.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"true","false","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",55.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"true","false","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",56.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"true","false","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",57.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"true","false","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",58.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"true","false","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",59.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"true","false","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",60.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"true","false","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",61.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"true","false","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",62.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"true","false","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",63.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"true","false","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",64.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"true","false","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",65.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"true","false","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",66.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"true","false","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",67.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"true","false","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",68.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"true","false","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",69.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"true","false","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",70.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"true","false","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",71.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
"false","true","true","true",72.0
